,Package.Name,bugs,majorBugs,criticalBugs,highPriorityBugs,nonTrivialBugs,N,A,Ce,Ca,I,D,Rsw ,PackageName,IC,AC,BCFI,SAVI,NPPI,PPI,MMI,org.eclipse.pde.core,0.348484848,1,1,0,0
97,org.eclipse.pde.internal.ui.wizards.provisioner.update,0,0,0,0,0,5,0.25,10,0,0,0.75,0,org.eclipse.pde.internal.ui.util,0.992366412,0.572519084,0.947368421,0.983514141,0.992063492,0,0,org.eclipse.pde.internal.ui.views.dependencies,0.992424242,0.125714286,1,0,0
98,org.eclipse.pde.internal.ui.wizards.site,0,0,0,0,0,4,0,15,2,0.882352941,0.117647059,0,org.eclipse.pde.internal.ui.views.dependencies,0.952380952,0.333333333,1,0.994865728,1,0.026143791,0,org.eclipse.pde.internal.ui.views.plugins,0.992424242,0.114832536,1,0,0
99,org.eclipse.pde.internal.ui.wizards.target,7,0,0,0,0,5,0,15,1,0.9375,0.0625,0.7,org.eclipse.pde.internal.ui.views.plugins,0.875,0,1,1,1,0.012820513,0,org.eclipse.pde.internal.ui.wizards,0.818181818,0.117647059,1,0,0
100,org.eclipse.pde.internal.ui.wizards.templates,0,0,0,0,0,5,0,12,4,0.75,0.25,0,org.eclipse.pde.internal.ui.wizards,0.894736842,0.368421053,0.875,0.964005708,0.962264151,0,0,org.eclipse.pde.internal.ui.wizards.cheatsheet,0.96969697,0.076286765,1,0,0
101,org.eclipse.pde.internal.ui.wizards.toc,0,0,0,0,0,10,0.111111111,23,1,0.958333333,0.069444444,0,org.eclipse.pde.internal.ui.wizards.cheatsheet,0.933333333,0.333333333,1,0.928762626,0.947368421,0,0,org.eclipse.pde.internal.ui.wizards.ctxhelp,0.992424242,0.090379009,1,0,0
102,org.eclipse.pde.internal.ui.wizards.tools,0,0,0,0,0,16,0.066666667,32,4,0.888888889,0.044444444,0,org.eclipse.pde.internal.ui.wizards.ctxhelp,0.8,0,1,1,0.942307692,0,0,org.eclipse.pde.internal.ui.wizards.exports,0.977272727,0.078431373,1,0,0
103,org.eclipse.pde.ui.launcher,11,3,0,0,1,26,0.238095238,14,2,0.875,0.113095238,2,org.eclipse.pde.internal.ui.wizards.exports,1,0.1,1,0.950576923,0.919047619,0,0,org.eclipse.pde.internal.ui.wizards.extension,0.984848485,0.074775673,1,0,0
104,org.eclipse.pde.ui.templates,0,0,0,0,0,18,1.25,13,7,0.65,0.9,0,org.eclipse.pde.internal.ui.wizards.extension,0.545454545,0,1,0.982610193,0.941666667,0,0,org.eclipse.pde.internal.ui.wizards.feature,0.984848485,0.09118541,1,0,0
105,org.eclipse.ui.internal.views.log,4,1,0,0,2,21,0.166666667,13,2,0.866666667,0.033333333,0.95,org.eclipse.pde.internal.ui.wizards.feature,0.928571429,0.071428571,1,0.9163188,0.858585859,0,0,org.eclipse.pde.internal.ui.wizards.imports,0.984848485,0.078947368,1,0,0
106,org.eclipse.pde.core.build,0,0,0,0,0,4,0,2,25,0.074074074,0.925925926,0,org.eclipse.pde.internal.ui.wizards.imports,1,0,1,0.978516676,0.964285714,0,0,org.eclipse.pde.internal.ui.wizards.plugin,0.984848485,0.06885759,1,0,0
107,org.eclipse.pde.internal.core.ibundle,0,0,0,0,0,11,0,4,27,0.129032258,0.870967742,0,org.eclipse.pde.internal.ui.wizards.plugin,0.789473684,0.210526316,0.933333333,0.989549232,0.910714286,0,0,org.eclipse.pde.internal.ui.wizards.product,0.96969697,0.058898848,1,0,0
108,org.eclipse.pde.internal.core.icheatsheet,0,0,0,0,0,1,0,1,2,0.333333333,0.666666667,0,org.eclipse.pde.internal.ui.wizards.product,0.947368421,0.052631579,1,0.968964726,0.962343096,0,0,org.eclipse.pde.internal.ui.wizards.provisioner,0.992424242,0.236111111,1,0,0
109,org.eclipse.pde.internal.core.icheatsheet.comp,0,0,0,0,0,13,0,6,5,0.545454545,0.454545455,0,org.eclipse.pde.internal.ui.wizards.provisioner,0.75,0,1,1,0.9375,0,0,org.eclipse.pde.internal.ui.wizards.provisioner.update,1,0.357142857,1,0,0
110,org.eclipse.pde.internal.core.icheatsheet.simple,0,0,0,0,0,20,0,6,7,0.461538462,0.538461538,0,org.eclipse.pde.internal.ui.wizards.provisioner.update,1,0.4,1,1,1,0,0,org.eclipse.pde.internal.ui.wizards.site,0.984848485,0.214285714,1,0,0
111,org.eclipse.pde.internal.core.ictxhelp,0,0,0,0,0,1,0,1,4,0.2,0.8,0,org.eclipse.pde.internal.ui.wizards.site,0.75,0,1,0.963541667,0.75,0,0,org.eclipse.pde.internal.ui.wizards.target,0.992424242,0.178571429,1,0,0
112,org.eclipse.pde.internal.core.ifeature,0,0,0,0,0,15,0,6,23,0.206896552,0.793103448,0,org.eclipse.pde.internal.ui.wizards.target,0.8,0,1,0.98,0.981132075,0,0,org.eclipse.pde.internal.ui.wizards.templates,0.96969697,0.19047619,1,0,0
113,org.eclipse.pde.internal.core.iproduct,0,0,0,0,0,14,0,4,9,0.307692308,0.692307692,0,org.eclipse.pde.internal.ui.wizards.templates,0.8,0.4,1,1,1,0.1,0,org.eclipse.pde.internal.ui.wizards.toc,0.992424242,0.085714286,1,0,0
114,org.eclipse.pde.internal.core.ischema,0,0,0,0,0,19,0,4,19,0.173913043,0.826086957,0,org.eclipse.pde.internal.ui.wizards.toc,0.9,0.1,1,0.99125,0.93442623,0,0,org.eclipse.pde.internal.ui.wizards.tools,0.96969697,0.054731458,1,0,0
115,org.eclipse.pde.internal.core.isite,0,0,0,0,0,9,0,5,5,0.5,0.5,0,org.eclipse.pde.internal.ui.wizards.tools,0.9375,0.125,1,0.981047923,0.938931298,0,0,org.eclipse.pde.ui,0.924242424,1,1,0,0
116,org.eclipse.pde.internal.core.itarget,0,0,0,0,0,12,0,4,6,0.4,0.6,0,org.eclipse.pde.ui,1,1,1,1,1,0,0,org.eclipse.pde.ui.launcher,0.977272727,0.141203704,1,0,0
117,org.eclipse.pde.internal.core.itoc,0,0,0,0,0,1,0,1,4,0.2,0.8,0,org.eclipse.pde.ui.launcher,0.992366412,0.192307692,0.923076923,0.924042304,0.962765957,0,0,org.eclipse.pde.ui.templates,0.939393939,0.181818182,1,0,0
118,org.eclipse.pde.internal.junit.runtime,0,0,0,0,0,4,0,6,0,0,1,0,org.eclipse.pde.ui.templates,0.961832061,0.833333333,0.75,0.98532197,0.945945946,0,0.050802139,org.eclipse.pde.ui.tests,0.984848485,0.265306122,1,0,0
119,org.eclipse.pde.ui,0,0,0,0,0,9,0,4,10,0.285714286,0.714285714,0,org.eclipse.pde.ui.tests,0.984732824,0.666666667,1,1,1,0,0,org.eclipse.pde.ui.tests.imports,0.992424242,0.2,1,0,0
120,org.eclipse.pde.ui.tests,0,0,0,0,0,3,2,9,2,0.818181818,1.818181818,0,org.eclipse.pde.ui.tests.imports,0.666666667,0.166666667,0.8,1,0.972222222,0,0,org.eclipse.pde.ui.tests.model.bundle,0.992424242,0.276785714,1,0,0
121,org.eclipse.pde.ui.tests.imports,0,0,0,0,0,6,0.2,9,1,0.9,0.1,0,org.eclipse.pde.ui.tests.model.bundle,1,0.058823529,1,0.972318339,0.945205479,0,0,org.eclipse.pde.ui.tests.model.cheatsheet,0.992424242,0.28,1,0,0
122,org.eclipse.pde.ui.tests.model.bundle,0,0,0,0,0,17,0.214285714,6,1,0.857142857,0.071428571,0,org.eclipse.pde.ui.tests.model.cheatsheet,1,0.125,1,0.955729167,0.976,0,0,org.eclipse.pde.ui.tests.model.schema,1,1,1,0,0
123,org.eclipse.pde.ui.tests.model.cheatsheet,0,0,0,0,0,8,0.142857143,6,1,0.857142857,0,0,org.eclipse.pde.ui.tests.model.schema,1,1,1,1,1,0,0,org.eclipse.pde.ui.tests.model.xml,0.992424242,0.380952381,1,0,0
124,org.eclipse.pde.ui.tests.model.schema,0,0,0,0,0,1,0,0,0,0,1,0,org.eclipse.pde.ui.tests.model.xml,1,0.125,1,0.955729167,0.975609756,0,0,org.eclipse.pde.ui.tests.nls,0.992424242,1,1,0,0
125,org.eclipse.pde.ui.tests.model.xml,0,0,0,0,0,8,0.142857143,5,1,0.833333333,0.023809524,0,org.eclipse.pde.ui.tests.nls,1,0.5,1,1,1,0,0,org.eclipse.pde.ui.tests.performance,1,1,1,0,0
126,org.eclipse.pde.ui.tests.nls,0,0,0,0,0,2,0,2,1,0.666666667,0.333333333,0,org.eclipse.pde.ui.tests.performance,1,0,1,1,1,0,0,org.eclipse.pde.ui.tests.performance.parts,0.992424242,0.196428571,1,0,0
127,org.eclipse.pde.ui.tests.performance,0,0,0,0,0,1,0,1,0,0,1,0,org.eclipse.pde.ui.tests.performance.parts,1,0,1,0.96,0.928571429,0,0,org.eclipse.pde.ui.tests.target,0.992424242,0.666666667,1,0,0
128,org.eclipse.pde.ui.tests.performance.parts,0,0,0,0,0,5,0.25,11,1,0.916666667,0.166666667,0,org.eclipse.pde.ui.tests.target,1,0.333333333,1,1,1,0,0,org.eclipse.pde.ui.tests.util.xml,1,1,1,0,0
129,org.eclipse.pde.ui.tests.target,0,0,0,0,0,3,0,6,1,0.857142857,0.142857143,0,org.eclipse.pde.ui.tests.util.xml,1,0.5,1,1,1,0,0,org.eclipse.pde.ui.tests.wizards,0.992424242,0.17037037,1,0,0
130,org.eclipse.pde.ui.tests.util.xml,0,0,0,0,0,2,0,5,0,0,1,0,org.eclipse.pde.ui.tests.wizards,0.5,0.25,0.666666667,1,0.85,0,0,org.eclipse.ui.internal.views.log,0.984848485,1,1,0,0
131,org.eclipse.pde.ui.tests.wizards,0,0,0,0,0,4,0,14,1,0.933333333,0.066666667,0,org.eclipse.ui.internal.views.log,1,0.992366412,1,0.944434843,0.984615385,0,0,,,,,,
